no	Hotel name	rating	user type	room type	nights	review
3338	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلة واحدة	“رحلتي للمبزره”. اعجبني خدمه الواي فاي والبوفيه وموظفين الاستقبال مستواهم جيد جدا. لم يعجبني الحمام التعيس والمريب في الشاليه وطرازه القديم والقزر حتى تشعر ان الحمام كانك تسكن بايام السبعينات والمكان موحش ومخيف ولا يوحي بالفرح والسرور ولكن يوحي بالحزن والقلق والكااابه وندمت انني سكنت فيه بسبب الحمام والمكان الموحش البعيد بقربك شجر غاف كبير يشعرك بالوحشه والخووووف لا انصحكم فيه
3340	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلتين	ضعيف. . الفندق غير نظيف
3341	فندق ومنتجع ون تو ون عين الفايضة	2	زوج	-	أقمت ليلتين	مخيب للأمل. لاشئ. ١-الاهتمام بالنظافة ضعيف جداً ٢-الحشرات تملأ المكان٣-بحاجة للترميم وإعادة تأهيل
3342	فندق ومنتجع ون تو ون عين الفايضة	2	مسافر منفرد	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	مخيب للأمل. ولا شي. كل شي، وجدت صراصير داخل الغرفه ولي صور لذلك
3345	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلتين	مخيب للأمل. أعجبني الهدوء في المكان. كثرة الحشراتعدم الاهتمام بالطرقات والغابات المحيطة بالشاليهات حتى الماء في الجداول غير نظيف
3346	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	“تقييم”. الموقع فقط. المكانأرى بأن المكان يحتاج إلى تغيير جذري لأن المباني قديمه نوعاً ما وشكراً.
3359	فندق ومنتجع ون تو ون عين الفايضة	4	مسافر منفرد	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	رائع. ممتاز الطاقم معاملته جيدة. الاثاث قديم بس سيتم التجديد لانه مكان روووووعه
3364	فندق ومنتجع ون تو ون عين الفايضة	2	مسافر منفرد	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	مخيب للأمل. السعر. بنصف النوم طلع صوت من المكيف 
3367	فندق ومنتجع ون تو ون عين الفايضة	4	أسرة	فيلا من غرفة نوم واحدة	أقمت ليلتين	“رحلة إستجمام”. أسلوب الموظفين الراقي. على الجهة المالكه إعادة الصيانه بشكل متكامل
3374	فندق ومنتجع ون تو ون عين الفايضة	4	زوج	فيلا من غرفة نوم واحدة	أقمت ليلة واحدة	جيد. موقع الفلل من ناحية المكان جميل وهاديه بس تحتاج الفلل مزيد من التعديلات من الخارج والداخل. لم يعجبني المنظر الخارجي لفيلا وخاصة من جهة الخلف الجزء الخاص لنزيل لا توجد حديقة ولا يوجد منظر جميل . لم يعجبني الحمام قديم جدالم يعجبني صوت المكيف مزعج
3375	فندق ومنتجع ون تو ون عين الفايضة	1	أسرة	-	أقمت ليلة واحدة	ضعيف جداً. لا شيء. كل شيء
3382	فندق ومنتجع ون تو ون عين الفايضة	1	-	-	أقمت ليلة واحدة	“Riyadh”. الإفطار. السكن _ عدم توفر أدوات طبخ _ الاستقبال سيء _ التكييف سيء _ النظافة غير جيدة _ التنقل غير موجود _ عدم وجود خدمات _ لايوجد وسائل ترفيه
3385	فندق ومنتجع ون تو ون عين الفايضة	1	أسرة	-	أقمت ليلة واحدة	“غير ملتزمين بالفيلا التى حجزتها من موقع  غيروها باخرىbooking”. الاشىء. اخذو منى928درهم لفيلا بفرفتين غرفه سرير مزدوجه وغرفه بسريرين مفرد ولاكن اعطونى سريرين مزدوج والاولادكبار طلبنا اعطائى مثل مافى الحجز رفضوا وليس بها مينى بار وفيها حشرات
3397	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلة واحدة	“خدعنا بالعين الفايضة”. مساحة الصالة جيده وتوفر الواي فاي للأنترنت. تفاجأت بتعطل جميع المرافق الترفيهية بحجة الصيانة فلا يوجد قوارب ولا بحيرة البط والبحيرة متسخة جداً ذات منظر مقرف وأطرافها متهالك بصراحة انخدعنا بالمكان
3401	فندق ومنتجع ون تو ون عين الفايضة	5	-	-	أقمت ليلة واحدة	“مكان جميل”. وسيع. البعد
3403	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلة واحدة	“للاسف التكيف ف الصاله حار وتوجد الكثير من الحشرات”. الهدوء والواي فاي. النظافه سيئه
3407	فندق ومنتجع ون تو ون عين الفايضة	1	أسرة	-	أقمت ليلة واحدة	“ملاحظات”. الواي فاي. النظافة الاهتمام الموقع
3414	فندق ومنتجع ون تو ون عين الفايضة	5	أسرة	-	أقمت ليلتين	“ممتاز”. النظافة في المكان سوءا الفلا او المحيط بها والهدوء التام لا ازعاج ولا ضوضاء. لا يوجد شيء لم يعجبني
3420	فندق ومنتجع ون تو ون عين الفايضة	4	-	-	أقمت ليلة واحدة	جيد جداً. الفلل وسيعه تواجد الواي فاي فالفلل. المنتجع قديم جداً و لكنه مجدد الحدائق التي فالمنتجع تحتاج الى صيانه
3425	فندق ومنتجع ون تو ون عين الفايضة	2	زوج	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	“رحله فاشله جدا”. لا شي. موظف الاستقبال اسمه برديب ليس عنده أسلوب بالتعامل مع الزبائن وايضا لا يوجد لديهم إعطاء مهله ساعه او ساعتان قبل تسجيل الخروج والكذب حيث اتصل ب ديب على غرفتي واجعلني الساعه 11 يطلب مني الإسراع في عملية الخروج بحجة أن الغرف في الفندق مليئه وان هناك زبائن ينتظرون الغرفه لهم وعندما فتحت موقع بو كينج وجدت أن لديهم شاغر كبير جدا وقمت بالاتصال بهم كشخص ثاني و تم إجابته بوجود غرف شاغرة  ولا أعتقد أني انصح احد بالذهاب عند فندقيتعامل بالكذب والنصب على العملاء
3426	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلة واحدة	مخيب للأمل. . بعده عن مركز المدينةعدم وجود مطبخ مهيأ الأثاث قديم
3427	فندق ومنتجع ون تو ون عين الفايضة	1	زوج	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	ضعيف جداً. لا شي بتاتا. كل شي لم يعجبني 😭
3429	فندق ومنتجع ون تو ون عين الفايضة	1	أسرة	-	أقمت ليلة واحدة	ضعيف جداً. طاقم العمل كان متقبلا لملاحظاتي لكن لم يكن بيديه الكثير ليفعله فالمكان قد اندثر واهمل. المنتجع أهمل فأثاث الفيلات قديم والأشجار والحشائش في المنتجع غير مقلمة ولا توجد أنشطة أخرى يتولد لديك احساس أنك تعيش في مكان معزول
3431	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	-	أقمت ليلتين	ضعيف. . الخدمات سيئتعطل المكيفاتانقطاع الماء فترة الاقامة كلها و عدم اصلاحه
3437	فندق ومنتجع ون تو ون عين الفايضة	4	-	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	جيد. هدوء المكان. النظافة
3440	فندق ومنتجع ون تو ون عين الفايضة	1	أسرة	-	أقمت ليلة واحدة	“لا يرقى الي مستوى فندق نجمة واحده”. النت سريع فقط. النظافة ، فئران وبريعصي في كل مكام
3444	فندق ومنتجع ون تو ون عين الفايضة	2	أسرة	غرفة سوبيريور مزدوجة أو توأم	أقمت ليلة واحدة	ضعيف. الموقع فقط. كل شي ما عدا الموقع
3448	عجمان بيتش هوتيل	2	أسرة	غرفة مزدوجة	أقمت ليلتين	“الفندق غير مريح ولا يناسب العائلات ولكن المسبح والشاطىء رائعان”. لا ليس فيه تنوع واصنافه قليلة و كمياته قليلة وجودته منخفضة. الغرف صغيرة وغير مريحة والاثاث قديم ولا يوجد سوى مصعد واحد في الفندق ولا يلتزمون بالخيارات والتفضيلات التي يتم ادراجها في الموقع اضافة الى وجود البارات والنادي الليلي الذي قد يكون محرج للعائلات
